CODGEO;DEP;LIBGEO;Zonage ABC en vigueur depuis le 26 juin 2026
48115;48;Le Pompidou;C
48116;48;Pont de Montvert - Sud Mont Lozère;C
48117;48;Pourcharesses;C
48119;48;Prévenchères;C
48121;48;Prunières;C
48123;48;Recoules-d'Aubrac;C
48124;48;Recoules-de-Fumas;C
48126;48;Lachamp-Ribennes;C
48127;48;Monts-de-Randon;C
48128;48;Rimeize;C
48129;48;Rocles;C
48130;48;Rousses;C
48131;48;Le Rozier;C
48132;48;Saint-Alban-sur-Limagnole;C
48135;48;Saint-André-Capcèze;C
48136;48;Saint-André-de-Lancize;C
48137;48;Saint-Bauzile;C
48138;48;Saint-Bonnet-de-Chirac;C
48139;48;Saint Bonnet-Laval;C
48140;48;Saint-Chély-d'Apcher;C
48141;48;Mas-Saint-Chély;C
48144;48;Sainte-Croix-Vallée-Française;C
48145;48;Saint-Denis-en-Margeride;C
48146;48;Gorges du Tarn Causses;C
48147;48;Saint-Étienne-du-Valdonnez;C
48148;48;Saint-Étienne-Vallée-Française;C
48149;48;Sainte-Eulalie;C
48150;48;Saint-Flour-de-Mercoire;C
48151;48;Saint-Frézal-d'Albuges;C
48152;48;Ventalon en Cévennes;C
48153;48;Saint-Gal;C
48155;48;Saint-Germain-de-Calberte;C
48156;48;Saint-Germain-du-Teil;C
48157;48;Sainte-Hélène;C
48158;48;Saint-Hilaire-de-Lavit;C
48160;48;Saint-Jean-la-Fouillouse;C
48161;48;Saint-Juéry;C
48163;48;Saint-Julien-des-Points;C
48165;48;Saint-Laurent-de-Muret;C
48166;48;Cans et Cévennes;C
48167;48;Saint-Laurent-de-Veyrès;C
48168;48;Saint-Léger-de-Peyre;C
48169;48;Saint-Léger-du-Malzieu;C
48170;48;Saint-Martin-de-Boubaux;C
48171;48;Saint-Martin-de-Lansuscle;C
48173;48;Saint-Michel-de-Dèze;C
48174;48;Saint-Paul-le-Froid;C
48175;48;Saint-Pierre-de-Nogaret;C
48176;48;Saint-Pierre-des-Tripiers;C
48177;48;Saint-Pierre-le-Vieux;C
48178;48;Saint-Privat-de-Vallongue;C
48179;48;Saint-Privat-du-Fau;C
48181;48;Saint-Saturnin;C
48182;48;Saint-Sauveur-de-Ginestoux;C
48185;48;Les Salelles;C
48187;48;Les Salces;C
48188;48;Serverette;C
48190;48;Termes;C
48191;48;La Tieule;C
48192;48;Trélans;C
48193;48;Vebron;C
48194;48;Vialas;C
48198;48;Villefort;C
49002;49;Allonnes;C
49003;49;Tuffalun;C
49007;49;Angers;B1
49008;49;Angrie;C
49009;49;Antoigné;C
49010;49;Armaillé;C
49011;49;Artannes-sur-Thouet;C
49012;49;Aubigné-sur-Layon;C
49015;49;Avrillé;B1
49017;49;Baracé;C
49018;49;Baugé-en-Anjou;C
49020;49;Beaucouzé;B1
49021;49;Beaufort-en-Anjou;C
49022;49;Beaulieu-sur-Layon;C
49023;49;Beaupréau-en-Mauges;C
49026;49;Bécon-les-Granits;C
49027;49;Bégrolles-en-Mauges;C
49028;49;Béhuard;B2
49029;49;Blaison-Saint-Sulpice;C
49030;49;Blou;C
49035;49;Bouchemaine;B1
49036;49;Bouillé-Ménard;C
49038;49;Bourg-l'Évêque;C
49041;49;Brain-sur-Allonnes;C
49045;49;La Breille-les-Pins;C
49048;49;Briollay;B2
49050;49;Brissac Loire Aubance;C
49053;49;Brossay;C
49054;49;Candé;C
49055;49;Cantenay-Épinard;B2
49056;49;Carbay;C
49057;49;Cernusson;C
49058;49;Les Cerqueux;C
49060;49;Bellevigne-les-Châteaux;C
49061;49;Challain-la-Potherie;C
49063;49;Chalonnes-sur-Loire;C
49064;49;Chambellay;C
49067;49;Chenillé-Champteussé;C
49068;49;Champtocé-sur-Loire;C
49070;49;Chanteloup-les-Bois;B2
49076;49;La Chapelle-Saint-Laud;C
49080;49;Les Hauts-d'Anjou;C
49082;49;Chaudefonds-sur-Layon;C
49086;49;Terranjou;C
49089;49;Chazé-sur-Argos;C
49090;49;Cheffes;C
49092;49;Chemillé-en-Anjou;C
49099;49;Cholet;B1
49100;49;Cizay-la-Madeleine;C
49102;49;Cléré-sur-Layon;C
49107;49;Cornillé-les-Caves;C
49109;49;Coron;C
49110;49;Corzé;C
49112;49;Le Coudray-Macouard;C
49113;49;Courchamps;C
49114;49;Courléon;C
49120;49;Denée;C
49121;49;Dénezé-sous-Doué;C
49123;49;Distré;C
49125;49;Doué-en-Anjou;C
49126;49;Orée d'Anjou;C
49127;49;Durtal;C
49129;49;Écouflant;B1
49130;49;Écuillé;B2
49131;49;Épieds;C
49132;49;Étriché;C
49135;49;Feneu;B2
49138;49;Les Bois d'Anjou;C
49140;49;Fontevraud-l'Abbaye;C
49155;49;Grez-Neuville;C
49160;49;Ingrandes-le-Fresne-sur-Loire;C
49161;49;La Jaille-Yvon;C
49163;49;Jarzé Villages;C
49167;49;Les Garennes sur Loire;B2
49170;49;Juvardeil;C
49171;49;La Lande-Chasles;C
49174;49;Huillé-Lézigné;C
49176;49;Le Lion-d'Angers;B2
49178;49;Loiré;C
49180;49;Longué-Jumelles;C
49182;49;Louresse-Rochemenier;C
49183;49;Val d'Erdre-Auxence;C
49188;49;Marcé;C
49192;49;Maulévrier;C
49193;49;Le May-sur-Èvre;B2
49194;49;Mazé-Milon;C
49195;49;Mazières-en-Mauges;B2
49200;49;Longuenée-en-Anjou;B2
49201;49;La Ménitré;C
49205;49;Miré;C
49209;49;Montigné-lès-Rairies;C
49211;49;Montilliers;C
49214;49;Montreuil-Juigné;B1
49215;49;Montreuil-Bellay;C
49216;49;Montreuil-sur-Loir;C
49217;49;Montreuil-sur-Maine;C
49218;49;Montrevault-sur-Èvre;C
49219;49;Montsoreau;C
49220;49;Morannes sur Sarthe-Daumeray;C
49221;49;Mouliherne;C
49222;49;Mozé-sur-Louet;C
49223;49;Mûrs-Erigné;B1
49224;49;Neuillé;C
49228;49;Noyant-Villages;C
49231;49;Nuaillé;B2
49235;49;Parnay;C
49236;49;Passavant-sur-Layon;C
49237;49;La Pellerine;C
49240;49;La Plaine;C
49241;49;Le Plessis-Grammoire;B2
49244;49;Mauges-sur-Loire;C
49246;49;Les Ponts-de-Cé;B1
49247;49;La Possonnière;C
49248;49;Ombrée d'Anjou;C
49253;49;Le Puy-Notre-Dame;C
49257;49;Les Rairies;C
49259;49;Rochefort-sur-Loire;C
49260;49;La Romagne;B2
49261;49;Gennes-Val-de-Loire;C
49262;49;Rou-Marson;C
49266;49;Saint-Augustin-des-Bois;C
49267;49;Saint-Barthélemy-d'Anjou;B1
49269;49;Saint-Christophe-du-Bois;B2
49271;49;Saint-Clément-de-la-Place;B2
49272;49;Saint-Clément-des-Levées;C
49278;49;Sainte-Gemmes-sur-Loire;B1
49283;49;Saint-Georges-sur-Loire;C
49284;49;Saint-Germain-des-Prés;C
49288;49;Saint-Jean-de-la-Croix;C
49291;49;Saint-Just-sur-Dive;C
49292;49;Val-du-Layon;C
49294;49;Saint-Lambert-la-Potherie;B2
49298;49;Saint-Léger-de-Linières;B2
49299;49;Saint-Léger-sous-Cholet;B2
49301;49;Sèvremoine;C
49302;49;Saint-Macaire-du-Bois;C
49306;49;Saint-Martin-du-Fouilloux;B2
49307;49;Loire-Authion;B2
49308;49;Saint-Melaine-sur-Aubance;C
49310;49;Saint-Paul-du-Bois;C
49311;49;Saint-Philbert-du-Peuple;C
49323;49;Verrières-en-Anjou;B1
49326;49;Sarrigné;B2
49328;49;Saumur;B2
49329;49;Savennières;B2
49330;49;Sceaux-d'Anjou;C
49331;49;Segré-en-Anjou Bleu;C
49332;49;La Séguinière;B2
49333;49;Seiches-sur-le-Loir;C
49334;49;Sermaise;C
49336;49;Somloire;C
49338;49;Soulaines-sur-Aubance;B2
49339;49;Soulaire-et-Bourg;B2
49341;49;Souzay-Champigny;C
49343;49;La Tessoualle;B2
49344;49;Thorigné-d'Anjou;C
49345;49;Bellevigne-en-Layon;C
49347;49;Tiercé;C
49352;49;Toutlemonde;B2
49353;49;Trélazé;B1
49355;49;Trémentines;B2
49358;49;Turquant;C
49359;49;Les Ulmes;C
49361;49;Varennes-sur-Loire;C
49362;49;Varrains;C
49364;49;Vaudelnay;C
49367;49;Erdre-en-Anjou;C
49368;49;Vernantes;C
49369;49;Vernoil-le-Fourrier;C
49370;49;Verrie;C
49371;49;Vezins;B2
49373;49;Lys-Haut-Layon;C
49374;49;Villebernier;C
49377;49;Rives-du-Loir-en-Anjou;B2
49378;49;Vivy;C
49381;49;Yzernay;C
50002;50;Agneaux;B1
50003;50;Agon-Coutainville;C
50004;50;Airel;C
50006;50;Amigny;C
50008;50;Anctoville-sur-Boscq;C
50013;50;Anneville-en-Saire;C
50016;50;Appeville;C
50019;50;Aucey-la-Plaine;C
50021;50;Audouville-la-Hubert;C
50022;50;Aumeville-Lestre;C
50023;50;Auvers;C
50024;50;Auxais;C
50025;50;Avranches;C
50026;50;Azeville;C
50027;50;Bacilly;C
50028;50;La Baleine;C
50029;50;Barenton;C
50030;50;Barfleur;C
50031;50;Barneville-Carteret;C
50032;50;La Barre-de-Semilly;C
50033;50;Baubigny;C
50034;50;Baudre;C
50036;50;Baupte;C
50038;50;Beauchamps;C
50039;50;Beaucoudray;C
50040;50;Beauficel;C
50041;50;La Hague;B2
50042;50;Beauvoir;C
50044;50;Belval;C
50045;50;Benoîtville;C
50046;50;Bérigny;C
50048;50;Beslon;C
50049;50;Besneville;C
50050;50;Beuvrigny;C
50052;50;Beuzeville-la-Bastille;C
50054;50;Biéville;C
50055;50;Biniville;C
50058;50;Blainville-sur-Mer;C
50059;50;Blosville;C
50060;50;La Bloutière;C
50062;50;Boisyvon;C
50064;50;La Bonneville;C
50066;50;Jullouville;B2
50069;50;Bourguenolles;C
50070;50;Boutteville;C
50072;50;Brainville;C
50074;50;Brécey;C
50076;50;Bréhal;C
50077;50;Bretteville;C
50078;50;Bretteville-sur-Ay;C
50079;50;Breuville;C
50081;50;Bréville-sur-Mer;B2
50082;50;Bricquebec-en-Cotentin;B2
50083;50;Bricquebosq;C
50084;50;Bricqueville-la-Blouette;C
50085;50;Bricqueville-sur-Mer;C
50086;50;Brillevast;C
50087;50;Brix;C
50088;50;Brouains;C
50090;50;Buais-Les-Monts;C
50092;50;Cambernon;C
50093;50;Cametours;C
50094;50;Camprond;C
50095;50;Canisy;C
50096;50;Canteloup;C
50097;50;Canville-la-Rocque;C
50098;50;Carantilly;C
50099;50;Carentan-les-Marais;B2
50101;50;Carneville;C
50102;50;Carolles;B2
50105;50;Catteville;C
50106;50;Cavigny;C
50108;50;Céaux;C
50109;50;Cérences;C
50110;50;Cerisy-la-Forêt;C
50111;50;Cerisy-la-Salle;C
50112;50;La Chaise-Baudouin;C
50115;50;Le Grippon;C
50117;50;Champeaux;C
50118;50;Champrepus;C
50120;50;Chanteloup;C
50121;50;La Chapelle-Cécelin;C
50124;50;La Chapelle-Urée;C
50126;50;Chavoy;C
50129;50;Cherbourg-en-Cotentin;B1
50130;50;Chérencé-le-Héron;C
50135;50;Clitourps;C
50137;50;La Colombe;C
50138;50;Colomby;C
50139;50;Condé-sur-Vire;B2
50142;50;Vicq-sur-Mer;C
50143;50;Coudeville-sur-Mer;C
50144;50;Coulouvray-Boisbenâtre;C
50145;50;Courcy;C
50146;50;Courtils;C
50147;50;Coutances;C
50148;50;Couvains;C
50149;50;Couville;C
50150;50;Crasville;C
50151;50;Créances;C
50152;50;Les Cresnays;C
50155;50;Crollon;C
50156;50;Crosville-sur-Douve;C
50158;50;Cuves;C
50159;50;Dangy;C
50161;50;Le Dézert;C
50162;50;Digosville;C
50164;50;Domjean;C
50165;50;Donville-les-Bains;B1
50166;50;Doville;C
50167;50;Dragey-Ronthon;C
50168;50;Ducey-Les Chéris;C
50169;50;Écausseville;C
50172;50;Émondeville;C
50174;50;Équilly;C
50175;50;Éroudeville;C
50176;50;L'Étang-Bertrand;C
50177;50;Étienville;C
50178;50;Fermanville;C
50181;50;Feugères;C
50182;50;La Feuillie;C
50183;50;Fierville-les-Mines;C
50184;50;Flamanville;C
50185;50;Fleury;C
50186;50;Flottemanville;C
50188;50;Folligny;C
50190;50;Fontenay-sur-Mer;C
50192;50;Fourneaux;C
50193;50;Le Fresne-Poret;C
50194;50;Fresville;C
50195;50;Gathemo;C
50196;50;Gatteville-le-Phare;C
50197;50;Gavray-sur-Sienne;C
50198;50;Geffosses;C
50199;50;Genêts;C
50200;50;Ger;C
50205;50;La Godefroy;C
50207;50;Golleville;C
50208;50;Gonfreville;C
50209;50;Gonneville-Le Theil;C
50210;50;Gorges;C
50214;50;Gouvets;C
50215;50;Gouville-sur-Mer;C
50216;50;Graignes-Mesnil-Angot;C
50217;50;Le Grand-Celland;C
50218;50;Granville;B1
50219;50;Gratot;C
50221;50;Grimesnil;C
50222;50;Grosville;C
50225;50;Le Guislain;C
50227;50;Le Ham;C
50228;50;Hambye;C
50229;50;Hamelin;C
50230;50;Hardinvast;C
50231;50;Hauteville-sur-Mer;C
50232;50;Hauteville-la-Guichard;C
50233;50;Hautteville-Bocage;C
50234;50;La Haye-Bellefond;C
50235;50;La Haye-d'Ectot;C
50236;50;La Haye;C
50237;50;La Haye-Pesnel;C
50238;50;Héauville;C
50239;50;Thèreval;C
50240;50;Helleville;C
50241;50;Hémevez;C
50243;50;Heugueville-sur-Sienne;C
50246;50;Hiesville;C
50247;50;Hocquigny;C
50251;50;Huberville;C
50252;50;Hudimesnil;C
50253;50;Huisnes-sur-Mer;C
50256;50;Isigny-le-Buat;C
50258;50;Joganville;C
50259;50;Juilley;C
50260;50;Juvigny les Vallées;C
50261;50;Lamberville;C
50262;50;La Lande-d'Airou;C
50263;50;Lapenty;C
50265;50;Laulne;C
50266;50;Lengronne;C
50267;50;Lessay;C
50268;50;Lestre;C
50269;50;Liesville-sur-Douve;C
50270;50;Lieusaint;C
50271;50;Lingeard;C
50272;50;Tourneville-sur-Mer;C
50273;50;Montsenelle;C
50274;50;Les Loges-Marchis;C
50275;50;Les Loges-sur-Brécey;C
50276;50;Lolif;C
50277;50;Longueville;B2
50278;50;Le Loreur;C
50279;50;Le Lorey;C
50281;50;La Lucerne-d'Outremer;C
50282;50;Le Luot;C
50283;50;La Luzerne;C
50285;50;Magneville;C
50288;50;Marcey-les-Grèves;C
50289;50;Marchésieux;C
50290;50;Marcilly;C
50291;50;Margueray;C
50292;50;Marigny-Le-Lozon;C
50294;50;Martinvast;B2
50295;50;Maupertuis;C
50296;50;Maupertus-sur-Mer;C
50297;50;La Meauffe;C
50298;50;Méautis;C
50299;50;Le Mesnil;C
50300;50;Le Mesnil-Adelée;C
50302;50;Le Mesnil-Amey;C
50304;50;Le Mesnil-Aubert;C
50305;50;Le Mesnil-au-Val;C
50310;50;Le Mesnil-Eury;C
50311;50;Le Mesnil-Garnier;C
50312;50;Le Mesnil-Gilbert;C
50315;50;Le Mesnillard;C
50317;50;Le Mesnil-Ozenne;C
50321;50;Le Mesnil-Rouxelin;C
50324;50;Le Mesnil-Véneron;C
50326;50;Le Mesnil-Villeman;C
50327;50;La Meurdraquière;C
50328;50;Millières;C
50332;50;Les Moitiers-d'Allonne;C
50334;50;Montabot;C
50335;50;Montaigu-la-Brisette;C
50336;50;Montaigu-les-Bois;C
50338;50;Montbray;C
50340;50;Montcuit;C
50341;50;Montebourg;C
50342;50;Montfarville;C
50345;50;Monthuchon;C
50347;50;Montjoie-Saint-Martin;C
50349;50;Montmartin-sur-Mer;C
50350;50;Montpinchon;C
50351;50;Montrabot;C
50352;50;Montreuil-sur-Lozon;C
50353;50;Le Mont-Saint-Michel;C
50356;50;Moon-sur-Elle;C
50357;50;Morigny;C
50359;50;Mortain-Bocage;C
50360;50;Morville;C
50361;50;La Mouche;C
50362;50;Moulines;C
50363;50;Moyon Villages;C
50364;50;Muneville-le-Bingard;C
50365;50;Muneville-sur-Mer;C
50368;50;Nay;C
50369;50;Négreville;C
50370;50;Néhou;C
50371;50;Le Neufbourg;C
50372;50;Neufmesnil;C
50373;50;Neuville-au-Plain;C
50374;50;Neuville-en-Beaumont;C
50376;50;Nicorps;C
50378;50;Notre-Dame-de-Cenilly;C
50379;50;Notre-Dame-de-Livoye;C
50382;50;Nouainville;C
50384;50;Octeville-l'Avenel;C
50387;50;Orglandes;C
50388;50;Orval sur Sienne;C
50389;50;Ouville;C
50390;50;Ozeville;C
50391;50;Grandparigny;C
50393;50;Percy-en-Normandie;C
50394;50;Périers;C
50395;50;La Pernelle;C
50397;50;Perriers-en-Beauficel;C
50398;50;Le Perron;C
50399;50;Le Petit-Celland;C
50400;50;Picauville;C
50401;50;Pierreville;C
50402;50;Les Pieux;C
50403;50;Pirou;C
50405;50;Le Plessis-Lastelle;C
50407;50;Poilley;C
50408;50;Pontaubault;C
50409;50;Pont-Hébert;C
50410;50;Pontorson;C
50411;50;Ponts;C
50412;50;Port-Bail-sur-Mer;C
50413;50;Précey;C
50417;50;Quettehou;C
50419;50;Quettreville-sur-Sienne;C
50420;50;Quibou;C
50421;50;Quinéville;C
50422;50;Raids;C
50423;50;Rampan;C
50425;50;Rauville-la-Bigot;C
50426;50;Rauville-la-Place;C
50428;50;Reffuveille;C
50429;50;Regnéville-sur-Mer;C
50430;50;Reigneville-Bocage;C
50431;50;Remilly Les Marais;C
50433;50;Réville;C
50435;50;Rocheville;C
50436;50;Romagny Fontenay;C
50437;50;Roncey;C
50442;50;Le Rozel;C
50443;50;Sacey;C
50444;50;Saint-Amand-Villages;C
50445;50;Saint-André-de-Bohon;C
50446;50;Saint-André-de-l'Épine;C
50447;50;Saint-Aubin-des-Préaux;C
50448;50;Saint-Aubin-de-Terregatte;C
50450;50;Saint-Barthélemy;C
50451;50;Saint-Brice;C
50452;50;Saint-Brice-de-Landelles;C
50453;50;Sainte-Cécile;C
50454;50;Saint-Christophe-du-Foc;C
50455;50;Saint-Clair-sur-l'Elle;C
50456;50;Saint-Clément-Rancoudray;C
50457;50;Sainte-Colombe;C
50461;50;Saint-Cyr;C
50462;50;Saint-Cyr-du-Bailleul;C
50463;50;Saint-Denis-le-Gast;C
50464;50;Saint-Denis-le-Vêtu;C
50467;50;Saint-Floxel;C
50468;50;Saint-Fromond;C
50469;50;Sainte-Geneviève;C
50471;50;Saint-Georges-de-la-Rivière;C
50472;50;Saint-Georges-de-Livoye;C
50473;50;Saint-Georges-d'Elle;C
50474;50;Saint-Georges-de-Rouelley;C
50475;50;Saint-Georges-Montcocq;B2
50476;50;Saint-Germain-d'Elle;C
50478;50;Saint-Germain-de-Tournebut;C
50479;50;Saint-Germain-de-Varreville;C
50480;50;Saint-Germain-le-Gaillard;C
50481;50;Saint-Germain-sur-Ay;C
50482;50;Saint-Germain-sur-Sèves;C
50483;50;Saint-Gilles;C
50484;50;Saint-Hilaire-du-Harcouët;C
50486;50;Saint-Jacques-de-Néhou;C
50487;50;Saint-James;C
50488;50;Saint-Jean-de-Daye;C
50489;50;Saint-Jean-de-la-Haize;C
50490;50;Saint-Jean-de-la-Rivière;C
50491;50;Saint-Jean-de-Savigny;C
50492;50;Saint-Jean-d'Elle;C
50493;50;Saint-Jean-des-Champs;C
50495;50;Saint-Jean-du-Corail-des-Bois;C
50496;50;Saint-Jean-le-Thomas;C
50498;50;Saint-Joseph;C
50499;50;Saint-Laurent-de-Cuves;C
50500;50;Saint-Laurent-de-Terregatte;C
50502;50;Saint-Lô;B2
50504;50;Saint-Louet-sur-Vire;C
50505;50;Saint-Loup;C
50506;50;Saint-Malo-de-la-Lande;C
50507;50;Saint-Marcouf;C
50509;50;Sainte-Marie-du-Mont;C
50510;50;Saint-Martin-d'Aubigny;C
50511;50;Saint-Martin-d'Audouville;C
50512;50;Saint-Martin-de-Bonfossé;C
50513;50;Saint-Martin-de-Cenilly;C
50514;50;Chaulieu;C
50517;50;Saint-Martin-de-Varreville;C
50518;50;Saint-Martin-le-Bouillant;C
50519;50;Saint-Martin-le-Gréard;C
50521;50;Saint-Maur-des-Bois;C
50522;50;Saint-Maurice-en-Cotentin;C
50523;50;Sainte-Mère-Église;C
50525;50;Saint-Michel-de-Montjoie;C
50528;50;Saint-Nicolas-de-Pierrepont;C
50529;50;Saint-Nicolas-des-Bois;C
50531;50;Saint-Ovin;C
50532;50;Saint-Pair-sur-Mer;B1
50533;50;Saint-Patrice-de-Claids;C
50535;50;Le Parc;C
50536;50;Saint-Pierre-d'Arthéglise;C
50537;50;Saint-Pierre-de-Coutances;C
50538;50;Saint-Pierre-de-Semilly;C
50539;50;Saint-Pierre-Église;C
50540;50;Saint-Pierre-Langers;C
50541;50;Saint-Planchers;C
50542;50;Saint-Pois;C
50543;50;Saint-Quentin-sur-le-Homme;C
50546;50;Bourgvallées;C
50548;50;Saint-Sauveur-de-Pierrepont;C
50549;50;Saint-Sauveur-la-Pommeraye;C
50550;50;Saint-Sauveur-Villages;C
50551;50;Saint-Sauveur-le-Vicomte;C
50552;50;Saint-Sébastien-de-Raids;C
50553;50;Saint-Senier-de-Beuvron;C
50554;50;Saint-Senier-sous-Avranches;C
50556;50;Sainte-Suzanne-sur-Vire;C
50562;50;Saint-Vaast-la-Hougue;C
50563;50;Saint-Vigor-des-Monts;C
50564;50;Terre-et-Marais;C
50565;50;Sartilly-Baie-Bocage;C
50567;50;Saussemesnil;C
50568;50;Saussey;C
50569;50;Savigny;C
50570;50;Savigny-le-Vieux;C
50571;50;Sébeville;C
50572;50;Sénoville;C
50574;50;Servon;C
50575;50;Sideville;C
50576;50;Siouville-Hague;C
50577;50;Sortosville-en-Beaumont;C
50578;50;Sortosville;C
50579;50;Sottevast;C
50580;50;Sotteville;C
50582;50;Sourdeval;C
50584;50;Subligny;C
50585;50;Surtainville;C
50587;50;Taillepied;C
50588;50;Tamerville;C
50589;50;Tanis;C
50590;50;Le Tanu;C
50591;50;Le Teilleul;C
50592;50;Tessy-Bocage;C
50593;50;Teurthéville-Bocage;C
50594;50;Teurthéville-Hague;C
50596;50;Théville;C
50597;50;Tirepied-sur-Sée;C
50598;50;Tocqueville;C
50599;50;Tollevast;B2
50601;50;Torigny-les-Villes;C
50603;50;Tourville-sur-Sienne;C
50604;50;Tréauville;C
50606;50;Tribehou;C
50607;50;La Trinité;C
50609;50;Turqueville;C
50610;50;Urville;C
50612;50;Vains;C
50613;50;Valcanville;C
50615;50;Valognes;B2
50616;50;Le Val-Saint-Père;C
50617;50;Varenguebec;C
50618;50;Varouville;C
50619;50;Le Vast;C
50621;50;Vaudreville;C
50624;50;La Vendelée;C
50626;50;Ver;C
50628;50;Vernix;C
50629;50;Vesly;C
50633;50;Le Vicel;C
50634;50;Videcosville;C
50637;50;Villebaudon;C
50639;50;Villedieu-les-Poêles-Rouffigny;C
50641;50;Villiers-Fossard;C
50643;50;Virandeville;C
50647;50;Yquelon;B2
50648;50;Yvetot-Bocage;C
51001;51;Ablancourt;C
51002;51;Saint-Martin-d'Ablois;C
51003;51;Aigny;C
51004;51;Allemanche-Launay-et-Soyer;C
51005;51;Allemant;C
51006;51;Alliancelles;C
51007;51;Ambonnay;C
51008;51;Ambrières;C
51009;51;Anglure;C
51010;51;Angluzelles-et-Courcelles;C
51012;51;Anthenay;C
51013;51;Aougny;C
51014;51;Arcis-le-Ponsart;C
51015;51;Argers;C
51016;51;Arrigny;C
51017;51;Arzillières-Neuville;C
51018;51;Athis;C
51019;51;Aubérive;C
51020;51;Aubilly;C
51022;51;Aulnay-l'Aître;C
51023;51;Aulnay-sur-Marne;C
51025;51;Auménancourt;C
51027;51;Auve;C
51028;51;Avenay-Val-d'Or;C
51029;51;Avize;C
51030;51;Aÿ-Champagne;B2
51031;51;Baconnes;C
51032;51;Bagneux;C
51033;51;Le Baizil;C
51034;51;Bannay;C
51035;51;Bannes;C
51036;51;Barbonne-Fayel;C
51037;51;Baslieux-lès-Fismes;C
51038;51;Baslieux-sous-Châtillon;C
51039;51;Bassu;C
51040;51;Bassuet;C
51041;51;Baudement;C
51042;51;Baye;C
51043;51;Bazancourt;C
51044;51;Beaumont-sur-Vesle;C
51045;51;Beaunay;C
51046;51;Beine-Nauroy;C
51047;51;Belval-en-Argonne;C
51048;51;Belval-sous-Châtillon;C
51049;51;Bergères-lès-Vertus;C
51050;51;Bergères-sous-Montmirail;C
51051;51;Berméricourt;C
51052;51;Berru;C
51053;51;Berzieux;C
51054;51;Bétheniville;C
51055;51;Bétheny;B1
51056;51;Bethon;C
51057;51;Bettancourt-la-Longue;C
51058;51;Bezannes;B1
51059;51;Bignicourt-sur-Marne;C
51060;51;Bignicourt-sur-Saulx;C
51061;51;Billy-le-Grand;C
51062;51;Binarville;C
51065;51;Blacy;C
51066;51;Blaise-sous-Arzillières;C
51068;51;Blesme;C
51069;51;Bligny;C
51070;51;Boissy-le-Repos;C
51071;51;Bouchy-Saint-Genest;C
51072;51;Bouilly;C
51073;51;Bouleuse;C
51074;51;Boult-sur-Suippe;C
51075;51;Bourgogne-Fresne;C
51076;51;Boursault;C
51077;51;Bouvancourt;C
51078;51;Bouy;C
51079;51;Bouzy;C
51080;51;Brandonvillers;C
51081;51;Branscourt;C
51082;51;Braux-Sainte-Cohière;C
51083;51;Braux-Saint-Remy;C
51084;51;Bréban;C
51085;51;Le Breuil;C
51086;51;Breuil-sur-Vesle;C
51087;51;Breuvery-sur-Coole;C
51088;51;Brimont;C
51089;51;Brouillet;C
51090;51;Broussy-le-Grand;C
51091;51;Broussy-le-Petit;C
51092;51;Broyes;C
51093;51;Brugny-Vaudancourt;C
51094;51;Brusson;C
51095;51;Le Buisson;C
51097;51;Bussy-le-Château;C
51098;51;Bussy-le-Repos;C
51099;51;Bussy-Lettrée;C
51100;51;La Caure;C
51101;51;Caurel;C
51102;51;Cauroy-lès-Hermonville;C
51103;51;La Celle-sous-Chantemerle;C
51104;51;Cernay-en-Dormois;C
51105;51;Cernay-lès-Reims;C
51106;51;Cernon;C
51107;51;Chaintrix-Bierges;C
51108;51;Châlons-en-Champagne;B2
51109;51;Châlons-sur-Vesle;C
51110;51;Chaltrait;C
51111;51;Chambrecy;C
51112;51;Chamery;C
51113;51;Champaubert;C
51115;51;Champfleury;C
51116;51;Champguyon;C
51117;51;Champigneul-Champagne;C
51118;51;Champigny;C
51119;51;Champillon;C
51120;51;Champlat-et-Boujacourt;C
51121;51;Champvoisy;C
51122;51;Changy;C
51124;51;Chantemerle;C
51125;51;Chapelaine;C
51126;51;La Chapelle-Felcourt;C
51127;51;La Chapelle-Lasson;C
51128;51;La Chapelle-sous-Orbais;C
51129;51;Charleville;C
51130;51;Charmont;C
51132;51;Les Charmontois;C
51133;51;Le Châtelier;C
51134;51;Châtelraould-Saint-Louvent;C
51135;51;Châtillon-sur-Broué;C
51136;51;Châtillon-sur-Marne;C
51137;51;Châtillon-sur-Morin;C
51138;51;Châtrices;C
51139;51;Chaudefontaine;C
51140;51;Chaumuzy;C
51141;51;La Chaussée-sur-Marne;C
51142;51;Chavot-Courcourt;C
51143;51;Le Chemin;C
51144;51;Cheminon;C
51145;51;Chenay;C
51146;51;Cheniers;C
51147;51;La Cheppe;C
51148;51;Cheppes-la-Prairie;C
51149;51;Chepy;C
51150;51;Cherville;C
51151;51;Chichey;C
51152;51;Chigny-les-Roses;C
51153;51;Chouilly;C
51154;51;Clamanges;C
51155;51;Clesles;C
51156;51;Cloyes-sur-Marne;C
51157;51;Coizard-Joches;C
51158;51;Val-des-Marais;C
51160;51;Compertrix;B2
51161;51;Condé-sur-Marne;C
51162;51;Conflans-sur-Seine;C
51163;51;Congy;C
51164;51;Connantray-Vaurefroy;C
51165;51;Connantre;C
51166;51;Contault;C
51167;51;Coole;C
51168;51;Coolus;B2
51169;51;Corbeil;C
51170;51;Corfélix;C
51171;51;Cormicy;C
51172;51;Cormontreuil;B1
